,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,17-18,85.15%,36.75%,詹姆斯-哈登,72,72,35.4,44.9%,9.0,20.1,36.7%,3.7,10.0,85.8%,8.7,10.1,5.4,0.6,4.8,8.8,1.8,0.7,4.4,2.3,30.4
1,17-18,14.85%,28.10%,勒布朗-詹姆斯,82,82,36.9,54.2%,10.5,19.3,36.7%,1.8,5.0,73.1%,4.7,6.5,8.6,1.2,7.5,9.1,1.4,0.9,4.2,1.7,27.5
2,17-18,00.00%,16.95%,安东尼-戴维斯,75,75,36.4,53.4%,10.4,19.5,34.0%,0.7,2.2,82.8%,6.6,8.0,11.1,2.5,8.6,2.3,1.5,2.6,2.2,2.1,28.1
3,17-18,00.00%,07.88%,达米安-利拉德,73,73,36.6,43.9%,8.5,19.4,36.1%,3.1,8.6,91.6%,6.8,7.4,4.5,0.8,3.6,6.6,1.1,0.4,2.8,1.6,26.9
4,17-18,00.00%,02.89%,拉塞尔-威斯布鲁克,80,80,36.5,44.9%,9.5,21.1,29.8%,1.2,4.1,73.7%,5.2,7.1,10.1,1.9,8.2,10.3,1.8,0.3,4.8,2.5,25.4
5,17-18,00.00%,02.86%,扬尼斯-阿德托昆博,75,75,36.8,52.9%,9.9,18.7,30.7%,0.6,1.9,76.0%,6.5,8.5,10.0,2.1,8.0,4.8,1.5,1.4,3.0,3.1,26.9
6,17-18,00.00%,02.51%,凯文-杜兰特,68,68,34.3,51.6%,9.3,18.0,41.9%,2.5,6.1,88.9%,5.3,5.9,6.8,0.5,6.4,5.4,0.7,1.8,3.0,2.0,26.4
7,17-18,00.00%,01.22%,德玛尔-德罗赞,80,80,33.9,45.6%,8.1,17.7,31.0%,1.1,3.6,82.5%,5.8,7.0,3.9,0.7,3.2,5.2,1.1,0.3,2.2,1.9,23.0
8,17-18,00.00%,00.23%,拉玛库斯-阿尔德里奇,75,75,33.5,51.0%,9.2,18.0,29.3%,0.4,1.2,83.7%,4.5,5.3,8.5,3.3,5.2,2.0,0.6,1.2,1.5,2.1,23.1
9,17-18,00.00%,00.19%,吉米-巴特勒,59,59,36.7,47.4%,7.4,15.6,35.0%,1.2,3.4,85.4%,6.2,7.2,5.3,1.3,4.0,4.9,2.0,0.4,1.8,1.3,22.2
10,17-18,00.00%,00.19%,斯蒂芬-库里,51,51,32.0,49.5%,8.4,16.9,42.3%,4.2,9.8,92.1%,5.5,5.9,5.1,0.7,4.4,6.1,1.6,0.2,3.0,2.2,26.4
11,17-18,00.00%,00.15%,乔尔-恩比德,63,63,30.4,48.3%,8.1,16.8,30.8%,1.0,3.4,76.9%,5.7,7.4,11.0,2.3,8.7,3.2,0.6,1.8,3.7,3.3,22.9
12,17-18,00.00%,00.08%,维克多-奥拉迪波,75,75,34.1,47.7%,8.5,17.9,37.1%,2.1,5.8,79.9%,3.9,4.9,5.2,0.6,4.6,4.3,2.4,0.8,2.9,2.3,23.1
13,16-17,68.32%,33.82%,拉塞尔-威斯布鲁克,81,81,34.6,42.5%,10.2,24.0,34.3%,2.5,7.2,84.5%,8.8,10.4,10.7,1.7,9.0,10.4,1.6,0.4,5.4,2.3,31.6
14,16-17,21.78%,28.67%,詹姆斯-哈登,81,81,36.5,44.0%,8.3,18.9,34.7%,3.2,9.3,84.7%,9.2,10.9,8.1,1.2,7.0,11.2,1.5,0.5,5.7,2.7,29.1
15,16-17,08.91%,19.04%,科怀-伦纳德,74,74,33.5,48.5%,8.6,17.7,38.0%,2.0,5.2,88.0%,6.3,7.2,5.8,1.1,4.7,3.5,1.8,0.7,2.1,1.6,25.5
16,16-17,00.99%,12.68%,勒布朗-詹姆斯,74,74,37.8,54.8%,9.9,18.2,36.3%,1.7,4.6,67.4%,4.8,7.2,8.6,1.3,7.3,8.7,1.2,0.6,4.1,1.8,26.4
17,16-17,00.00%,03.08%,以赛亚-托马斯,76,76,33.8,46.3%,9.0,19.4,37.9%,3.2,8.5,90.9%,7.8,8.5,2.7,0.6,2.1,5.9,0.9,0.2,2.8,2.2,28.9
18,16-17,00.00%,01.98%,斯蒂芬-库里,79,79,33.4,46.8%,8.5,18.3,41.1%,4.1,10.0,89.8%,4.1,4.6,4.5,0.8,3.7,6.6,1.8,0.2,3.0,2.3,25.3
19,16-17,00.00%,00.27%,扬尼斯-阿德托昆博,80,80,35.6,52.1%,8.2,15.7,27.2%,0.6,2.3,77.0%,5.9,7.7,8.8,1.8,7.0,5.4,1.6,1.9,2.9,3.1,22.9
20,16-17,00.00%,00.27%,约翰-沃尔,78,78,36.4,45.1%,8.3,18.4,32.7%,1.1,3.5,80.1%,5.4,6.8,4.2,0.8,3.4,10.7,2.0,0.6,4.1,1.9,23.1
21,16-17,00.00%,00.08%,安东尼-戴维斯,75,75,36.1,50.5%,10.3,20.3,29.9%,0.5,1.8,80.2%,6.9,8.6,11.8,2.3,9.5,2.1,1.3,2.2,2.4,2.2,28.0
22,16-17,00.00%,00.08%,凯文-杜兰特,62,62,33.4,53.7%,8.9,16.5,37.5%,1.9,5.0,87.5%,5.4,6.2,8.3,0.6,7.6,4.8,1.1,1.6,2.2,1.9,25.1
23,16-17,00.00%,00.04%,德玛尔-德罗赞,74,74,35.4,46.7%,9.7,20.9,26.6%,0.4,1.7,84.2%,7.4,8.7,5.2,0.9,4.3,3.9,1.1,0.2,2.4,1.8,27.3
24,15-16,100.00%,38.46%,斯蒂芬-库里,79,79,34.2,50.4%,10.2,20.2,45.4%,5.1,11.2,90.8%,4.6,5.1,5.4,0.9,4.6,6.7,2.1,0.2,3.3,2.0,30.1
25,15-16,00.00%,18.61%,科怀-伦纳德,72,72,33.1,50.6%,7.7,15.1,44.3%,1.8,4.0,87.4%,4.1,4.6,6.8,1.3,5.5,2.6,1.8,1.0,1.5,1.8,21.2
26,15-16,00.00%,18.53%,勒布朗-詹姆斯,76,76,35.7,52.0%,9.7,18.6,30.9%,1.1,3.7,73.1%,4.7,6.5,7.4,1.5,6.0,6.8,1.4,0.6,3.3,1.9,25.3
27,15-16,00.00%,14.27%,拉塞尔-威斯布鲁克,80,80,34.4,45.4%,8.2,18.1,29.6%,1.3,4.3,81.2%,5.8,7.2,7.8,1.8,6.0,10.4,2.0,0.3,4.3,2.5,23.5
28,15-16,00.00%,04.32%,凯文-杜兰特,72,72,35.8,50.5%,9.7,19.2,38.7%,2.6,6.7,89.8%,6.2,6.9,8.2,0.6,7.6,5.0,1.0,1.2,3.5,1.9,28.2
29,15-16,00.00%,03.14%,克里斯-保罗,74,74,32.8,46.2%,7.0,15.1,37.1%,1.6,4.4,89.6%,4.0,4.4,4.2,0.5,3.7,10.0,2.1,0.2,2.6,2.5,19.5
30,15-16,00.00%,01.47%,德雷蒙德-格林 ,81,81,34.7,49.0%,5.0,10.1,38.8%,1.2,3.2,69.6%,2.8,4.1,9.5,1.7,7.8,7.4,1.5,1.4,3.2,3.0,14.0
31,15-16,00.00%,00.76%,达米安-利拉德,75,75,35.6,41.9%,8.2,19.7,37.5%,3.1,8.1,89.2%,5.5,6.2,4.0,0.6,3.4,6.8,0.9,0.4,3.2,2.2,25.1
32,15-16,00.00%,00.26%,詹姆斯-哈登,82,82,38.1,43.9%,8.7,19.7,35.9%,2.9,8.0,86.0%,8.8,10.2,6.1,0.8,5.3,7.5,1.7,0.6,4.6,2.8,29.0
33,15-16,00.00%,00.18%,凯尔-洛瑞,77,77,37.1,42.7%,6.6,15.6,38.8%,2.8,7.1,81.1%,5.2,6.4,4.7,0.7,4.0,6.4,2.1,0.4,2.9,2.7,21.2
34,14-15,76.92%,35.44%,斯蒂芬-库里,80,80,32.7,48.7%,8.2,16.8,44.3%,3.6,8.1,91.4%,3.9,4.2,4.3,0.7,3.6,7.7,2.0,0.2,3.1,2.0,23.8
35,14-15,19.23%,27.69%,詹姆斯-哈登,81,81,36.8,44.0%,8.0,18.1,37.5%,2.6,6.9,86.8%,8.8,10.2,5.7,0.9,4.7,7.0,1.9,0.7,4.0,2.6,27.4
36,14-15,03.85%,16.33%,勒布朗-詹姆斯,69,69,36.1,48.8%,9.0,18.5,35.4%,1.7,4.9,71.0%,5.4,7.7,6.0,0.7,5.3,7.4,1.6,0.7,3.9,2.0,25.3
37,14-15,00.00%,10.41%,拉塞尔-威斯布鲁克,67,67,34.4,42.6%,9.4,22.0,29.9%,1.3,4.3,83.5%,8.1,9.8,7.3,1.9,5.4,8.6,2.1,0.2,4.4,2.7,28.1
38,14-15,00.00%,06.01%,安东尼-戴维斯,68,68,36.2,53.5%,9.4,17.6,8.3%,0.0,0.2,80.5%,5.5,6.8,10.2,2.5,7.7,2.2,1.5,2.9,1.4,2.1,24.4
39,14-15,00.00%,03.67%,克里斯-保罗,82,82,34.9,48.5%,6.9,14.3,39.8%,1.7,4.3,90.0%,3.5,3.9,4.6,0.6,4.0,10.2,1.9,0.2,2.3,2.5,19.1
40,14-15,00.00%,00.18%,拉玛库斯-阿尔德里奇,71,71,35.4,46.6%,9.3,19.9,35.2%,0.5,1.5,84.5%,4.3,5.1,10.2,2.5,7.7,1.7,0.7,1.0,1.7,1.8,23.4
41,14-15,00.00%,00.09%,马克-加索尔,81,81,33.2,49.4%,6.5,13.2,17.6%,0.0,0.2,79.5%,4.3,5.4,7.8,1.4,6.4,3.8,0.9,1.6,2.2,2.6,17.4
42,14-15,00.00%,00.09%,布雷克-格里芬,67,67,35.1,50.2%,8.6,17.1,40.0%,0.1,0.4,72.8%,4.6,6.4,7.6,1.9,5.7,5.3,0.9,0.5,2.3,2.9,21.9
43,14-15,00.00%,00.03%,蒂姆-邓肯,77,77,28.9,51.2%,5.4,10.6,28.6%,0.0,0.1,74.0%,3.0,4.0,9.1,2.2,6.9,3.0,0.8,2.0,1.7,2.1,13.9
44,14-15,00.00%,00.03%,科怀-伦纳德,64,64,31.7,47.9%,6.2,12.8,34.9%,1.0,3.0,80.2%,3.2,3.9,7.2,1.3,5.9,2.5,2.3,0.8,1.5,2.0,16.5
45,14-15,00.00%,00.03%,克莱-汤普森,77,77,31.9,46.3%,7.8,16.9,43.9%,3.1,7.1,87.9%,2.9,3.3,3.2,0.4,2.9,2.9,1.1,0.8,1.9,1.6,21.7
46,13-14,95.20%,37.91%,凯文-杜兰特,81,81,38.5,50.3%,10.5,20.8,39.1%,2.4,6.1,87.3%,8.7,9.9,7.4,0.7,6.7,5.5,1.3,0.7,3.5,2.1,32.0
47,13-14,04.80%,27.42%,勒布朗-詹姆斯,77,77,37.7,56.7%,10.0,17.6,37.9%,1.5,4.0,75.0%,5.7,7.6,6.9,1.1,5.9,6.3,1.6,0.3,3.5,1.6,27.1
48,13-14,00.00%,13.35%,布雷克-格里芬,80,80,35.8,52.8%,9.0,17.0,27.3%,0.2,0.6,71.5%,6.0,8.4,9.5,2.4,7.1,3.9,1.2,0.6,2.8,3.3,24.1
49,13-14,00.00%,09.91%,乔金-诺阿,80,80,35.2,47.5%,4.8,10.0,0.0%,0.0,0.0,73.7%,3.1,4.2,11.3,3.5,7.7,5.4,1.2,1.5,2.4,3.1,12.6
50,13-14,00.00%,02.62%,詹姆斯-哈登,73,73,38.1,45.6%,7.5,16.5,36.6%,2.4,6.6,86.6%,7.9,9.1,4.7,0.8,3.9,6.1,1.6,0.4,3.6,2.4,25.4
51,13-14,00.00%,02.03%,斯蒂芬-库里,78,78,36.4,47.1%,8.4,17.7,42.4%,3.3,7.9,88.5%,3.9,4.5,4.3,0.6,3.7,8.5,1.6,0.2,3.8,2.5,24.0
52,13-14,00.00%,01.38%,克里斯-保罗,62,62,35.0,46.7%,6.5,14.0,36.8%,1.3,3.4,85.5%,4.8,5.6,4.3,0.6,3.7,10.7,2.5,0.1,2.3,2.5,19.1
53,13-14,00.00%,01.05%,艾尔-杰弗森,73,73,35.1,50.9%,9.6,18.8,20.0%,0.0,0.2,69.0%,2.6,3.8,10.8,2.1,8.7,2.1,0.9,1.1,1.7,2.4,21.8
54,13-14,00.00%,01.02%,保罗-乔治,80,80,36.3,42.4%,7.2,17.0,36.4%,2.3,6.3,86.4%,5.0,5.8,6.8,0.8,6.0,3.5,1.9,0.3,2.8,2.5,21.7
55,13-14,00.00%,00.80%,拉玛库斯-阿尔德里奇,69,69,36.2,45.8%,9.4,20.6,20.0%,0.0,0.2,82.2%,4.3,5.2,11.1,2.4,8.7,2.6,0.9,1.0,1.8,2.1,23.2
56,13-14,00.00%,00.77%,凯文-乐福,77,77,36.3,45.7%,8.4,18.5,37.6%,2.5,6.6,82.1%,6.8,8.2,12.5,2.9,9.6,4.4,0.8,0.5,2.5,1.8,26.1
57,13-14,00.00%,00.65%,蒂姆-邓肯,74,74,29.1,49.0%,6.0,12.2,0.0%,0.0,0.1,73.1%,3.1,4.3,9.7,2.1,7.6,3.0,0.6,1.9,2.1,1.8,15.1
58,13-14,00.00%,00.65%,托尼-帕克,68,68,29.4,49.9%,6.7,13.4,37.3%,0.4,1.0,81.1%,2.9,3.6,2.3,0.3,2.0,5.7,0.5,0.1,2.2,1.3,16.7
59,13-14,00.00%,00.22%,德克-诺维茨基,80,80,32.8,49.7%,7.9,15.9,39.8%,1.6,4.1,89.9%,4.2,4.7,6.2,0.5,5.7,2.7,0.9,0.6,1.5,2.1,21.7
60,13-14,00.00%,00.12%,卡梅罗-安东尼,77,77,38.7,45.2%,9.6,21.3,40.2%,2.2,5.4,84.8%,6.0,7.0,8.1,1.9,6.2,3.1,1.2,0.7,2.6,2.9,27.4
61,13-14,00.00%,00.09%,戈兰-德拉季奇,76,75,35.1,50.5%,7.3,14.4,40.8%,1.6,3.9,76.0%,4.2,5.5,3.2,0.9,2.3,5.9,1.4,0.3,2.8,2.7,20.3
62,13-14,00.00%,00.03%,迈克-康利,73,73,33.5,45.0%,6.3,14.1,36.1%,1.4,4.0,81.5%,3.1,3.8,2.9,0.6,2.4,6.0,1.5,0.2,2.1,1.9,17.2
63,12-13,99.17%,38.61%,勒布朗-詹姆斯,76,76,37.9,56.5%,10.1,17.8,40.6%,1.4,3.3,75.3%,5.3,7.0,8.0,1.3,6.8,7.3,1.7,0.9,3.0,1.4,26.8
64,12-13,00.00%,24.47%,凯文-杜兰特,81,81,38.5,51.0%,9.0,17.7,41.6%,1.7,4.1,90.5%,8.4,9.3,7.9,0.6,7.3,4.6,1.4,1.3,3.5,1.8,28.1
65,12-13,00.83%,15.20%,卡梅罗-安东尼,67,67,37.0,44.9%,10.0,22.2,37.9%,2.3,6.2,83.0%,6.3,7.6,6.9,2.0,4.9,2.6,0.8,0.5,2.6,3.1,28.7
66,12-13,00.00%,09.25%,克里斯-保罗,70,70,33.4,48.1%,5.9,12.2,32.8%,1.1,3.3,88.5%,4.1,4.6,3.7,0.8,3.0,9.7,2.4,0.1,2.3,2.0,16.9
67,12-13,00.00%,05.89%,科比-布莱恩特,78,78,38.7,46.3%,9.5,20.4,32.4%,1.7,5.2,83.9%,6.7,8.0,5.6,0.8,4.7,6.0,1.4,0.3,3.7,2.2,27.3
68,12-13,00.00%,02.75%,托尼-帕克,66,66,32.9,52.2%,7.9,15.1,35.3%,0.4,1.0,84.5%,4.2,5.0,3.0,0.3,2.7,7.6,0.8,0.1,2.6,1.4,20.3
69,12-13,00.00%,02.08%,蒂姆-邓肯,69,69,30.1,50.2%,7.1,14.1,28.6%,0.0,0.1,81.7%,3.6,4.3,9.9,1.8,8.1,2.7,0.7,2.7,2.1,1.7,17.8
70,12-13,00.00%,01.06%,詹姆斯-哈登,78,78,38.2,43.8%,7.5,17.1,36.8%,2.3,6.2,85.1%,8.6,10.2,4.9,0.8,4.1,5.8,1.8,0.5,3.8,2.3,25.9
71,12-13,00.00%,00.29%,拉塞尔-威斯布鲁克,82,82,34.9,43.8%,8.2,18.7,32.3%,1.2,3.7,80.0%,5.6,7.0,5.2,1.4,3.9,7.4,1.8,0.3,3.3,2.3,23.2
72,12-13,00.00%,00.16%,德维恩-韦德,69,69,34.6,52.1%,8.2,15.8,25.8%,0.2,1.0,72.5%,4.5,6.2,5.0,1.2,3.7,5.1,1.9,0.8,2.8,2.0,21.2
73,12-13,00.00%,00.10%,斯蒂芬-库里,78,78,38.3,45.1%,8.0,17.8,45.3%,3.5,7.7,90.0%,3.4,3.7,4.0,0.8,3.3,6.9,1.6,0.2,3.1,2.5,22.9
74,12-13,00.00%,00.03%,凯文-加内特,68,68,29.8,49.6%,6.2,12.5,12.5%,0.0,0.2,78.6%,2.3,3.0,7.8,1.1,6.7,2.3,1.1,0.9,1.6,2.3,14.8
75,12-13,00.00%,00.03%,马克-加索尔,80,80,35.0,49.4%,5.4,10.9,7.1%,0.0,0.2,84.8%,3.4,4.0,7.8,2.3,5.5,4.0,1.0,1.7,2.0,3.2,14.1
76,12-13,00.00%,00.03%,泰-劳森,73,71,34.4,46.1%,6.1,13.3,36.6%,1.2,3.2,75.6%,3.2,4.3,2.7,0.5,2.2,6.9,1.5,0.1,2.5,1.8,16.7
77,12-13,00.00%,00.03%,大卫-李,79,79,36.8,51.9%,7.6,14.7,0.0%,0.0,0.1,79.7%,3.2,4.1,11.2,2.8,8.5,3.5,0.8,0.3,2.6,3.1,18.5
78,12-13,00.00%,00.03%,乔金-诺阿,66,64,36.7,48.1%,4.6,9.5,0.0%,0.0,0.1,75.1%,2.7,3.6,11.1,3.9,7.2,4.0,1.2,2.1,2.7,2.8,11.9
79,11-12,70.25%,34.16%,勒布朗-詹姆斯,62,62,37.5,53.1%,10.0,18.9,36.2%,0.9,2.4,77.1%,6.2,8.1,7.9,1.5,6.4,6.2,1.9,0.8,3.4,1.5,27.1
80,11-12,19.83%,28.28%,凯文-杜兰特,66,66,38.6,49.6%,9.7,19.7,38.7%,2.0,5.2,86.0%,6.5,7.6,8.0,0.6,7.4,3.5,1.3,1.2,3.8,2.0,28.0
81,11-12,04.96%,12.25%,克里斯-保罗,60,60,36.3,47.8%,7.1,14.8,37.1%,1.3,3.6,86.1%,4.3,5.0,3.6,0.7,2.9,9.1,2.5,0.1,2.1,2.3,19.8
82,11-12,01.65%,11.20%,科比-布莱恩特,58,58,38.5,43.0%,9.9,23.0,30.3%,1.5,4.9,84.5%,6.6,7.8,5.4,1.1,4.3,4.6,1.2,0.3,3.5,1.8,27.9
83,11-12,03.31%,10.53%,托尼-帕克,60,60,32.1,48.0%,7.1,14.8,23.0%,0.2,1.0,79.9%,3.8,4.7,2.9,0.4,2.5,7.7,1.0,0.1,2.6,1.3,18.3
84,11-12,00.00%,01.84%,凯文-乐福,55,55,39.1,44.8%,8.6,19.3,37.2%,1.9,5.1,82.4%,6.9,8.4,13.3,4.1,9.2,2.0,0.9,0.5,2.3,2.8,26.0
85,11-12,00.00%,00.41%,德怀特-霍华德,54,54,38.3,57.3%,7.7,13.4,0.0%,0.0,0.1,49.1%,5.2,10.6,14.5,3.7,10.8,1.9,1.5,2.1,3.2,2.9,20.6
86,11-12,00.00%,00.38%,拉简-朗多,53,53,36.9,44.8%,4.8,10.8,23.8%,0.2,0.8,59.7%,2.0,3.4,4.8,1.2,3.7,11.7,1.8,0.1,3.6,1.9,11.9
87,11-12,00.00%,00.22%,史蒂夫-纳什,62,62,31.6,53.2%,4.8,9.0,39.0%,0.9,2.3,89.4%,2.0,2.3,3.0,0.4,2.6,10.7,0.6,0.1,3.7,0.9,12.5
88,11-12,00.00%,00.19%,德维恩-韦德,49,49,33.2,49.7%,8.5,17.1,26.8%,0.3,1.1,79.1%,4.8,6.1,4.8,1.5,3.3,4.6,1.7,1.3,2.6,2.2,22.1
89,11-12,00.00%,00.16%,德里克-罗斯,39,39,35.3,43.5%,7.7,17.8,31.2%,1.4,4.4,81.2%,5.0,6.1,3.4,0.7,2.7,7.9,0.9,0.7,3.1,1.3,21.8
90,11-12,00.00%,00.13%,德克-诺维茨基,62,62,33.5,45.7%,7.6,16.7,36.8%,1.3,3.4,89.6%,5.1,5.7,6.7,0.7,6.0,2.2,0.7,0.5,1.9,2.1,21.6
91,11-12,00.00%,00.13%,拉塞尔-威斯布鲁克,66,66,35.3,45.7%,8.8,19.2,31.6%,0.9,3.0,82.3%,5.2,6.3,4.6,1.5,3.1,5.5,1.7,0.3,3.6,2.2,23.6
92,11-12,00.00%,00.10%,蒂姆-邓肯,58,58,28.2,49.2%,6.2,12.6,0.0%,0.0,0.1,69.5%,3.0,4.3,9.0,1.9,7.1,2.3,0.7,1.5,1.7,1.7,15.4
93,11-12,00.00%,00.03%,乔-约翰逊,60,60,35.4,45.4%,7.1,15.5,38.8%,2.1,5.4,84.9%,2.6,3.1,3.7,0.9,2.8,3.9,0.8,0.2,1.9,1.3,18.8
94,10-11,93.39%,37.57%,德里克-罗斯,81,81,37.4,44.5%,8.8,19.7,33.2%,1.6,4.8,85.8%,5.9,6.9,4.1,1.0,3.1,7.7,1.0,0.6,3.4,1.7,25.0
95,10-11,02.48%,20.44%,德怀特-霍华德,78,78,37.6,59.3%,7.9,13.4,0.0%,0.0,0.1,59.6%,7.0,11.7,14.1,4.0,10.1,1.4,1.4,2.4,3.6,3.3,22.9
96,10-11,03.31%,16.59%,勒布朗-詹姆斯,79,79,38.8,51.0%,9.6,18.8,33.0%,1.2,3.5,75.9%,6.4,8.4,7.5,1.0,6.5,7.0,1.6,0.6,3.6,2.1,26.7
97,10-11,00.83%,13.60%,科比-布莱恩特,82,82,33.9,45.1%,9.0,20.0,32.3%,1.4,4.3,82.8%,5.9,7.1,5.1,1.0,4.1,4.7,1.2,0.1,3.0,2.1,25.3
98,10-11,00.00%,06.04%,凯文-杜兰特,78,78,38.9,46.2%,9.1,19.7,35.0%,1.9,5.3,88.0%,7.6,8.7,6.8,0.7,6.1,2.7,1.1,1.0,2.8,2.0,27.7
99,10-11,00.00%,03.59%,德克-诺维茨基,73,73,34.3,51.7%,8.4,16.2,39.3%,0.9,2.3,89.2%,5.4,6.1,7.0,0.7,6.3,2.6,0.5,0.6,1.9,2.4,23.0
100,10-11,00.00%,00.76%,德维恩-韦德,76,76,37.2,50.0%,9.1,18.2,30.6%,0.8,2.7,75.8%,6.5,8.6,6.4,1.6,4.8,4.6,1.5,1.1,3.1,2.6,25.5
101,10-11,00.00%,00.64%,马努-吉诺比利,80,79,30.3,43.3%,5.5,12.7,34.9%,1.9,5.5,87.1%,4.5,5.1,3.7,0.5,3.2,4.9,1.5,0.4,2.2,2.0,17.4
102,10-11,00.00%,00.29%,阿玛雷-斯塔德迈尔,78,78,36.8,50.2%,9.5,19.0,43.5%,0.1,0.3,79.2%,6.1,7.7,8.2,2.5,5.6,2.6,0.9,1.9,3.2,3.5,25.3
103,10-11,00.00%,00.16%,布雷克-格里芬,82,82,38.0,50.6%,8.5,16.8,29.2%,0.1,0.3,64.2%,5.4,8.5,12.1,3.3,8.8,3.8,0.8,0.5,2.7,3.1,22.5
104,10-11,00.00%,00.16%,拉简-朗多,68,68,37.2,47.5%,4.7,9.9,23.3%,0.1,0.6,56.8%,1.1,1.9,4.4,1.3,3.1,11.2,2.3,0.2,3.4,1.8,10.6
105,10-11,00.00%,00.10%,托尼-帕克,78,78,32.4,51.9%,7.1,13.7,35.7%,0.3,0.9,76.9%,3.0,3.9,3.1,0.4,2.7,6.6,1.2,0.0,2.6,1.7,17.5
106,10-11,00.00%,00.06%,克里斯-保罗,80,80,36.0,46.3%,5.4,11.6,38.8%,0.9,2.3,87.8%,4.2,4.8,4.1,0.5,3.6,9.8,2.4,0.1,2.2,2.5,15.9
107,09-10,94.31%,37.68%,勒布朗-詹姆斯,76,76,39.0,50.3%,10.1,20.1,33.3%,1.7,5.1,76.7%,7.8,10.2,7.3,0.9,6.4,8.6,1.6,1.0,3.4,1.6,29.7
108,09-10,03.25%,19.04%,凯文-杜兰特,82,82,39.5,47.6%,9.7,20.3,36.5%,1.6,4.3,90.0%,9.2,10.2,7.6,1.3,6.3,2.8,1.4,1.0,3.3,2.1,30.1
109,09-10,00.00%,18.73%,科比-布莱恩特,73,73,38.8,45.6%,9.8,21.5,32.9%,1.4,4.1,81.1%,6.0,7.4,5.4,1.1,4.3,5.0,1.5,0.3,3.2,2.6,27.0
110,09-10,02.44%,14.95%,德怀特-霍华德,82,82,34.7,61.2%,6.2,10.2,0.0%,0.0,0.1,59.2%,5.9,10.0,13.2,3.5,9.7,1.8,0.9,2.8,3.3,3.5,18.3
111,09-10,00.00%,03.72%,德维恩-韦德,77,77,36.3,47.6%,9.3,19.6,30.0%,0.9,3.2,76.1%,6.9,9.1,4.8,1.4,3.5,6.5,1.8,1.1,3.3,2.4,26.6
112,09-10,00.00%,02.03%,卡梅罗-安东尼,69,69,38.2,45.8%,10.0,21.8,31.6%,0.9,2.7,83.0%,7.4,8.9,6.6,2.2,4.4,3.2,1.3,0.4,3.0,3.3,28.2
113,09-10,00.00%,01.72%,德克-诺维茨基,81,80,37.5,48.1%,8.9,18.5,42.1%,0.6,1.5,91.5%,6.6,7.2,7.7,1.0,6.7,2.7,0.9,1.0,1.8,2.6,25.0
114,09-10,00.00%,01.53%,史蒂夫-纳什,81,81,32.8,50.7%,6.2,12.2,42.6%,1.5,3.6,93.8%,2.6,2.8,3.3,0.4,2.9,11.0,0.5,0.1,3.6,1.3,16.5
115,09-10,00.00%,00.22%,德隆-威廉姆斯,76,76,36.9,46.9%,6.5,13.9,37.1%,1.3,3.4,80.1%,4.4,5.5,4.0,0.7,3.3,10.5,1.3,0.2,3.3,2.7,18.7
116,09-10,00.00%,00.16%,阿玛雷-斯塔德迈尔,82,82,34.6,55.7%,8.6,15.4,16.7%,0.0,0.1,77.1%,5.9,7.7,8.9,2.8,6.1,1.0,0.6,1.0,2.6,3.4,23.1
117,09-10,00.00%,00.09%,马努-吉诺比利,75,22,28.7,44.1%,5.3,12.0,37.7%,1.8,4.7,87.0%,4.1,4.7,3.8,0.9,2.9,4.9,1.4,0.3,2.1,2.1,16.5
118,09-10,00.00%,00.03%,昌西-比卢普斯,73,73,34.1,41.8%,5.5,13.2,38.6%,2.2,5.6,91.0%,6.4,7.0,3.1,0.3,2.8,5.6,1.1,0.1,2.4,2.1,19.5
119,09-10,00.00%,00.03%,克里斯-波什,70,70,36.1,51.8%,8.6,16.5,36.4%,0.1,0.3,79.7%,6.7,8.4,10.8,2.9,7.9,2.4,0.6,1.0,2.4,2.4,24.0
120,09-10,00.00%,00.03%,斯蒂芬-杰克逊,81,81,38.6,42.3%,7.4,17.5,32.8%,1.6,4.9,77.9%,4.2,5.4,5.0,1.0,4.0,3.7,1.6,0.5,3.2,2.4,20.6
121,09-10,00.00%,00.03%,乔-约翰逊,76,76,38.0,45.8%,8.4,18.2,36.9%,1.7,4.6,81.8%,2.9,3.5,4.6,1.0,3.7,4.9,1.1,0.1,1.9,1.9,21.3
122,08-09,90.08%,37.25%,勒布朗-詹姆斯,81,81,37.7,48.9%,9.7,19.9,34.4%,1.6,4.7,78.0%,7.3,9.4,7.6,1.3,6.3,7.2,1.7,1.1,3.0,1.7,28.4
123,08-09,01.65%,22.19%,科比-布莱恩特,82,82,36.1,46.7%,9.8,20.9,35.1%,1.4,4.1,85.6%,5.9,6.9,5.2,1.1,4.1,4.9,1.5,0.5,2.6,2.3,26.8
124,08-09,05.79%,21.61%,德维恩-韦德,79,79,38.6,49.1%,10.8,22.0,31.7%,1.1,3.5,76.5%,7.5,9.8,5.0,1.1,3.9,7.5,2.2,1.3,3.4,2.3,30.2
125,08-09,00.83%,10.43%,德怀特-霍华德,79,79,35.7,57.2%,7.1,12.4,0.0%,0.0,0.0,59.4%,6.4,10.7,13.8,4.3,9.6,1.4,1.0,2.9,3.0,3.4,20.6
126,08-09,01.65%,06.10%,克里斯-保罗,78,78,38.5,50.3%,8.1,16.1,36.4%,0.8,2.3,86.8%,5.8,6.7,5.5,0.9,4.7,11.0,2.8,0.1,3.0,2.7,22.8
