,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
624,80-81,00.00%,00.33%,特鲁克-罗宾逊,82, ,37.7,50.5%,7.9,15.6, ,0.0,0.0,62.9%,3.0,4.8,9.6,2.6,7.0,2.5,0.8,0.5,3.0,2.7,18.8
625,80-81,00.00%,00.33%,雷杰-瑟乌斯,82, ,34.4,49.5%,6.6,13.4,20.0%,0.2,1.1,80.9%,5.4,6.7,3.5,1.5,2.0,5.2,1.5,0.2,3.2,3.1,18.9
626,80-81,00.00%,00.28%,诺姆-尼克森,79, ,37.5,47.6%,7.3,15.3,16.7%,0.0,0.2,77.8%,2.5,3.2,2.9,0.8,2.1,8.8,1.8,0.1,3.6,2.9,17.1
627,80-81,00.00%,00.22%,阿尔提斯-吉尔莫尔,82, ,34.5,67.0%,6.7,10.0, ,0.0,0.0,70.5%,4.6,6.5,10.1,2.7,7.4,2.1,0.6,2.4,2.9,3.6,17.9
628,80-81,00.00%,00.22%,鲍伯-兰尼尔,67, ,26.2,52.5%,5.6,10.7,100.0%,0.0,0.0,75.1%,3.1,4.1,6.2,1.9,4.3,2.7,1.1,1.2,2.1,2.7,14.3
629,80-81,00.00%,00.17%,詹姆斯-塞拉斯,75, ,27.4,47.7%,6.3,13.3,0.0%,0.0,0.0,85.0%,5.0,5.9,3.1,0.6,2.5,3.8,0.7,0.2,2.1,1.7,17.7
630,80-81,00.00%,00.17%,迈克-米切尔,82, ,39.0,47.6%,10.4,21.8,44.4%,0.0,0.1,78.4%,3.7,4.7,6.1,2.6,3.5,1.7,0.8,0.6,2.1,2.4,24.5
631,80-81,00.00%,00.17%,鲍比-琼斯,81, ,25.3,53.9%,5.0,9.3,0.0%,0.0,0.0,81.3%,3.5,4.3,5.4,1.8,3.6,2.8,1.2,0.9,1.8,2.8,13.5
632,80-81,00.00%,00.17%,乔治-约翰逊,43, ,21.6,46.2%,4.2,9.2,0.0%,0.0,0.1,76.2%,2.2,2.8,6.5,2.3,4.2,2.0,1.1,0.5,2.0,2.8,10.6
633,80-81,00.00%,00.17%,沃尔特-戴维斯,78, ,28.0,53.9%,7.6,14.1,41.2%,0.1,0.2,83.6%,2.7,3.2,2.6,0.8,1.8,3.9,1.2,0.2,2.8,2.5,18.0
634,80-81,00.00%,00.17%,迈克尔-库珀,81, ,32.4,49.1%,4.0,8.1,21.1%,0.0,0.2,78.5%,1.4,1.8,4.1,1.5,2.7,4.1,1.6,1.0,2.0,3.1,9.4
635,80-81,00.00%,00.06%,奎因-巴克纳,82, ,29.1,49.3%,5.7,11.7,16.7%,0.0,0.1,73.4%,1.8,2.5,3.6,1.1,2.6,4.7,2.4,0.0,2.9,3.3,13.3
636,80-81,00.00%,00.06%,卡尔迪维尔-琼斯,81, ,32.6,44.9%,2.7,6.0, ,0.0,0.0,76.7%,1.8,2.4,10.0,2.5,7.6,1.5,0.7,1.7,2.1,3.3,7.2
637,79-80,66.52%,66.52%,卡里姆-贾巴尔,82, ,38.3,60.4%,10.2,16.9,0.0%,0.0,0.0,76.5%,4.4,5.8,10.8,2.3,8.5,4.5,1.0,3.4,3.6,2.6,24.8
638,79-80,14.25%,14.25%,朱利叶斯-欧文,78, ,36.1,51.9%,10.7,20.7,20.0%,0.1,0.3,78.7%,5.4,6.8,7.4,2.8,4.6,4.6,2.2,1.8,3.6,2.7,26.9
639,79-80,08.60%,08.60%,乔治-格文,78, ,37.6,52.8%,13.1,24.9,31.4%,0.4,1.3,85.2%,6.5,7.6,5.2,2.0,3.2,2.6,1.4,1.0,3.3,2.7,33.1
640,79-80,06.79%,06.79%,拉里·伯德,82,82,36.0,47.4%,8.5,17.8,40.6%,0.7,1.7,83.6%,3.7,4.4,10.4,2.6,7.8,4.5,1.7,0.6,3.2,3.4,21.3
641,79-80,00.90%,00.90%,奈特-阿奇博尔德,80,80,35.8,48.2%,4.8,9.9,22.2%,0.1,0.2,83.0%,4.5,5.4,2.5,0.7,1.7,8.4,1.3,0.1,3.0,2.7,14.1
642,79-80,00.90%,00.90%,丹尼斯-约翰逊,81, ,36.3,42.2%,7.1,16.8,20.7%,0.1,0.7,78.0%,4.7,6.0,5.1,2.1,3.0,4.1,1.8,1.0,2.8,3.3,19.0
643,79-80,00.90%,00.90%,丹-劳恩德菲尔德,81, ,32.0,49.9%,6.2,12.4,0.0%,0.0,0.0,71.0%,4.1,5.7,10.3,3.6,6.7,2.3,1.2,1.7,2.9,3.9,16.5
644,79-80,00.68%,00.68%,盖斯-威廉姆斯,82, ,36.2,48.2%,9.0,18.7,19.4%,0.1,0.4,78.8%,4.0,5.1,3.4,1.5,1.8,4.8,2.4,0.5,2.2,2.0,22.1
645,79-80,00.45%,00.45%,摩西-马龙,82, ,38.3,50.2%,9.5,18.9,0.0%,0.0,0.1,71.9%,6.9,9.5,14.5,7.0,7.5,1.8,1.0,1.3,3.7,2.6,25.8
646,78-79,52.34%,52.34%,摩西-马龙,82, ,41.3,54.0%,8.7,16.2, , , ,73.9%,7.3,9.9,17.6,7.2,10.5,1.8,1.0,1.5,4.0,2.7,24.8
647,78-79,16.36%,16.36%,乔治-格文,80, ,36.1,54.1%,11.8,21.9, , , ,82.6%,5.9,7.1,5.0,1.8,3.2,2.7,1.7,1.1,3.6,3.4,29.6
648,78-79,13.08%,13.08%,埃尔文-海耶斯,82, ,37.9,48.7%,8.8,18.0, , , ,65.4%,4.3,6.5,12.1,3.8,8.3,1.7,0.9,2.3,2.9,3.8,21.8
649,78-79,07.01%,07.01%,卡里姆-贾巴尔,80, ,39.5,57.7%,9.7,16.8, , , ,73.6%,4.4,5.9,12.8,2.6,10.2,5.4,1.0,4.0,3.5,2.9,23.8
650,78-79,03.27%,03.27%,鲍伯-丹德里奇,78, ,33.7,49.9%,8.1,16.2, , , ,82.5%,4.2,5.1,5.7,1.4,4.3,4.7,0.9,0.7,2.8,3.3,20.4
651,78-79,02.34%,02.34%,沃尔德-B-弗里,78, ,37.9,48.1%,10.2,21.2, , , ,75.6%,8.4,11.1,3.9,1.6,2.2,4.4,1.4,0.4,3.8,3.2,28.8
652,78-79,01.87%,01.87%,杰克-希科马,82, ,36.1,46.0%,5.8,12.6, , , ,81.4%,4.0,4.9,12.4,2.8,9.5,3.2,1.0,0.8,3.1,3.6,15.6
653,78-79,01.40%,01.40%,菲尔-福特,79, ,34.5,46.5%,5.9,12.7, , , ,81.3%,4.1,5.1,2.3,0.4,1.9,8.6,2.2,0.1,4.1,3.1,15.9
654,78-79,01.40%,01.40%,大卫-汤普森,76, ,35.1,51.2%,9.1,17.8, , , ,75.3%,5.8,7.7,3.6,1.4,2.2,3.0,0.9,1.1,2.4,2.4,24.0
655,78-79,00.93%,00.93%,沃尔特-戴维斯,79, ,30.8,56.1%,9.7,17.2, , , ,83.1%,4.3,5.2,4.7,1.4,3.3,4.3,1.9,0.3,3.7,3.2,23.6
656,77-78,40.34%,40.34%,比尔-沃顿,58, ,33.3,52.2%,7.9,15.2, , , ,72.0%,3.1,4.2,13.2,2.0,11.2,5.0,1.0,2.5,3.6,2.5,18.9
657,77-78,33.82%,33.82%,乔治-格文,82, ,34.8,53.6%,10.5,19.6, , , ,83.0%,6.1,7.4,5.1,1.4,3.7,3.7,1.7,1.3,3.7,3.1,27.2
658,77-78,11.97%,11.97%,大卫-汤普森,80, ,37.8,52.1%,10.3,19.8, , , ,77.8%,6.5,8.4,4.9,2.0,2.9,4.5,1.2,1.2,3.1,2.7,27.2
659,77-78,05.88%,05.88%,卡里姆-贾巴尔,62, ,36.5,55.0%,10.7,19.4, , , ,78.3%,4.4,5.6,12.9,3.0,9.9,4.3,1.7,3.0,3.4,2.9,25.8
660,77-78,01.68%,01.68%,沃尔特-戴维斯,81, ,32.0,52.6%,9.7,18.4, , , ,83.0%,4.8,5.8,6.0,2.0,4.0,3.4,1.4,0.2,3.5,3.0,24.2
661,77-78,01.26%,01.26%,莫里斯-卢卡斯,68, ,31.2,45.8%,6.7,14.5, , , ,76.7%,3.0,4.0,9.1,2.7,6.4,2.5,0.9,0.8,2.8,3.3,16.4
662,77-78,01.26%,01.26%,保罗-韦斯特法尔,80, ,31.0,51.6%,10.1,19.6, , , ,81.3%,5.0,6.1,2.1,0.5,1.5,5.5,1.7,0.4,3.5,2.0,25.2
663,77-78,00.84%,00.84%,特鲁克-罗宾逊,82, ,44.4,44.4%,9.1,20.5, , , ,64.0%,4.5,7.0,15.7,3.6,12.1,2.1,0.9,1.0,3.7,3.2,22.7
664,77-78,00.84%,00.84%,阿尔提斯-吉尔莫尔,82, ,37.4,55.9%,8.6,15.4, , , ,70.4%,5.7,8.2,13.1,3.9,9.2,3.2,0.5,2.2,4.5,3.2,22.9
665,77-78,00.42%,00.42%,朱利叶斯-欧文,74, ,32.8,50.2%,8.3,16.4, , , ,84.5%,4.1,4.9,6.5,2.4,4.1,3.8,1.8,1.3,3.2,2.8,20.6
666,77-78,00.42%,00.42%,马奎斯-约翰逊,80, ,34.6,52.2%,7.9,15.1, , , ,73.6%,3.8,5.1,10.6,3.7,6.9,2.4,1.2,1.3,2.2,2.8,19.5
667,77-78,00.42%,00.42%,鲍伯-兰尼尔,63, ,36.7,53.7%,9.9,18.4, , , ,77.2%,4.7,6.1,11.3,3.1,8.2,3.4,1.3,1.5,3.6,2.9,24.5
668,77-78,00.42%,00.42%,鲍伯-麦克阿杜,79, ,40.3,52.0%,10.3,19.8, , , ,72.7%,5.9,8.2,12.8,3.0,9.8,3.8,1.3,1.6,4.4,3.8,26.5
669,77-78,00.42%,00.42%,马尔文-韦伯斯特,82, ,35.5,50.2%,5.2,10.4, , , ,62.9%,3.5,5.6,12.6,4.4,8.2,2.5,0.6,2.0,3.1,3.2,14.0
670,76-77,64.37%,64.37%,卡里姆-贾巴尔,82, ,36.8,57.9%,10.8,18.7, , , ,70.1%,4.6,6.5,13.3,3.2,10.0,3.9,1.2,3.2, ,3.2,26.2
671,76-77,11.74%,11.74%,比尔-沃顿,65, ,34.8,52.8%,7.6,14.3, , , ,69.7%,3.5,5.0,14.4,3.2,11.1,3.8,1.0,3.2, ,2.7,18.6
672,76-77,06.07%,06.07%,皮特-马拉维奇,73, ,41.7,43.3%,12.1,28.0, , , ,83.5%,6.9,8.2,5.1,1.2,3.9,5.4,1.2,0.3, ,2.6,31.1
673,76-77,04.45%,04.45%,鲍伯-兰尼尔,64, ,38.2,53.4%,10.6,19.8, , , ,81.8%,4.1,5.0,11.6,3.1,8.5,3.3,1.1,2.0, ,2.7,25.3
674,76-77,02.83%,02.83%,朱利叶斯-欧文,82, ,35.9,49.9%,8.4,16.7, , , ,77.7%,4.9,6.3,8.5,2.3,6.1,3.7,1.9,1.4, ,3.1,21.6
675,76-77,02.43%,02.43%,摩西-马龙,82, ,30.6,48.0%,4.7,9.9, , , ,69.3%,3.7,5.4,13.1,5.3,7.7,1.1,0.8,2.2, ,3.4,13.2
676,76-77,02.02%,02.02%,大卫-汤普森,82, ,36.6,50.7%,10.0,19.8, , , ,76.6%,5.8,7.6,4.1,1.7,2.4,4.1,1.4,0.6, ,2.9,25.9
677,76-77,02.02%,02.02%,埃尔文-海耶斯,82, ,41.0,50.1%,9.3,18.5, , , ,68.7%,5.1,7.5,12.5,3.5,9.0,1.9,1.1,2.7, ,3.8,23.7
678,76-77,01.62%,01.62%,莫里斯-卢卡斯,79, ,36.2,46.6%,8.0,17.2, , , ,76.5%,4.2,5.5,11.4,3.4,7.9,2.9,1.1,0.7, ,3.7,20.2
679,76-77,00.81%,00.81%,阿尔提斯-吉尔莫尔,82, ,35.1,52.2%,7.0,13.3, , , ,66.0%,4.7,7.1,13.0,3.8,9.2,2.4,0.5,2.5, ,3.2,18.6
680,76-77,00.40%,00.40%,乔治-格文,82, ,33.0,54.4%,8.9,16.3, , , ,83.3%,5.4,6.5,5.5,1.6,3.9,2.9,1.3,1.3, ,3.5,23.1
681,76-77,00.40%,00.40%,乔治-麦克吉尼斯,79, ,35.1,45.8%,8.3,18.2, , , ,68.1%,4.7,6.9,11.5,4.1,7.4,3.8,2.1,0.5, ,3.8,21.4
682,76-77,00.40%,00.40%,诺姆-范里尔,82, ,37.8,41.2%,3.7,8.9, , , ,77.8%,2.9,3.7,4.5,1.3,3.2,7.8,1.6,0.2, ,3.3,10.2
683,76-77,00.40%,00.40%,乔乔-怀特,82, ,40.6,42.9%,7.8,18.1, , , ,86.9%,4.1,4.7,4.7,1.1,3.6,6.0,1.4,0.3, ,2.4,19.6
684,75-76,28.11%,24.74%,卡里姆-贾巴尔,82, ,41.2,52.9%,11.1,21.1, , , ,70.3%,5.5,7.8,16.9,3.3,13.5,5.0,1.5,4.1, ,3.6,27.7
685,75-76,25.41%,23.77%,鲍伯-麦克阿杜,78, ,42.7,48.7%,12.0,24.6, , , ,76.2%,7.2,9.4,12.4,3.1,9.3,4.0,1.2,2.1, ,3.8,31.1
686,75-76,25.95%,22.87%,戴夫-考文斯,78, ,39.8,46.8%,7.8,16.7, , , ,75.6%,3.3,4.4,16.0,4.3,11.7,4.2,1.2,0.9, ,4.0,19.0
687,75-76,10.81%,12.16%,里克-巴里,81, ,38.5,43.5%,8.7,20.0, , , ,92.3%,3.5,3.8,6.1,0.9,5.2,6.1,2.5,0.3, ,2.7,21.0
688,75-76,02.16%,04.84%,乔治-麦克吉尼斯,77, ,38.3,41.7%,8.4,20.2, , , ,74.0%,6.2,8.3,12.6,3.4,9.2,4.7,2.6,0.5, ,4.3,23.0
689,75-76,01.08%,02.12%,戴夫-宾,82, ,35.9,44.7%,6.1,13.6, , , ,78.7%,4.0,5.1,2.9,1.1,1.7,6.0,1.4,0.3, ,3.2,16.2
690,75-76,01.08%,01.51%,菲尔-史密斯,82, ,34.1,47.7%,8.0,16.9, , , ,78.8%,3.9,5.0,4.6,1.6,3.0,4.4,1.3,0.2, ,2.7,20.0
691,75-76,00.54%,01.03%,埃尔文-海耶斯,80, ,37.2,47.0%,8.1,17.3, , , ,62.8%,3.6,5.7,11.0,2.6,8.4,1.5,1.3,2.5, ,3.7,19.8
692,75-76,01.08%,00.79%,吉姆-琼恩斯,82, ,33.4,44.8%,6.9,15.3, , , ,66.2%,2.1,3.2,9.0,2.4,6.6,2.0,0.5,1.1, ,2.9,15.8
693,75-76,00.54%,00.79%,奈特-阿奇博尔德,78, ,40.8,45.3%,9.2,20.3, , , ,80.2%,6.4,8.0,2.7,0.9,1.9,7.9,1.6,0.2, ,2.2,24.8
694,75-76,00.00%,00.73%,韦斯-昂塞尔德,78, ,37.5,56.1%,4.1,7.3, , , ,58.5%,1.5,2.5,13.3,3.5,9.8,5.2,1.1,0.8, ,2.6,9.6
695,75-76,01.08%,00.67%,厄尔-门罗,76, ,38.0,47.8%,8.5,17.8, , , ,78.7%,3.7,4.7,3.6,0.6,3.0,4.0,1.5,0.3, ,2.8,20.7
696,75-76,00.54%,00.60%,弗莱德-布朗,76, ,33.1,48.8%,9.8,20.0, , , ,86.9%,3.6,4.1,4.2,1.5,2.7,2.7,1.9,0.2, ,2.4,23.1
697,75-76,00.54%,00.54%,保罗-塞拉斯,81, ,32.9,42.6%,3.9,9.1, , , ,70.9%,2.9,4.1,12.7,4.5,8.1,2.5,0.7,0.4, ,2.8,10.7
698,75-76,00.00%,00.42%,皮特-马拉维奇,62, ,38.3,45.9%,9.7,21.2, , , ,81.1%,6.4,7.9,4.8,0.7,4.1,5.4,1.4,0.4, ,3.2,25.9
699,75-76,00.00%,00.36%,克里福德-雷,82, ,26.6,52.5%,2.6,4.9, , , ,60.9%,1.7,2.8,9.5,3.3,6.2,1.8,1.0,1.0, ,3.0,6.9
700,75-76,00.54%,00.30%,沃尔特-弗雷泽,59, ,41.1,48.5%,8.0,16.4, , , ,82.3%,3.2,3.8,6.8,1.3,5.4,5.9,1.8,0.2, ,2.8,19.1
701,75-76,00.54%,00.30%,贾马尔-威尔克斯,82, ,33.1,46.3%,7.5,16.3, , , ,77.2%,2.8,3.6,8.8,2.4,6.4,2.0,1.2,0.4, ,2.7,17.8
702,75-76,00.00%,00.30%,菲尔-切尼尔,80, ,36.9,48.3%,8.2,16.9, , , ,82.7%,3.5,4.3,4.0,1.1,3.0,3.2,2.0,0.6, ,2.3,19.9
703,75-76,00.00%,00.18%,乔乔-怀特,82, ,39.7,44.9%,8.2,18.2, , , ,83.8%,2.6,3.1,3.8,0.7,3.1,5.4,1.3,0.2, ,2.2,18.9
704,75-76,00.00%,00.18%,史蒂夫-米克斯,81, ,37.5,49.9%,5.2,10.4, , , ,81.8%,3.5,4.3,8.2,2.7,5.5,2.7,2.0,0.4, ,3.6,13.9
705,75-76,00.00%,00.18%,约翰-德鲁,77, ,30.5,50.2%,7.6,15.2, , , ,74.4%,6.3,8.5,8.6,3.7,4.9,1.9,1.8,0.4, ,3.4,21.6
706,75-76,00.00%,00.18%,道格-科林斯,77, ,38.9,51.3%,8.0,15.5, , , ,83.6%,4.8,5.8,4.0,1.6,2.4,2.5,1.4,0.3, ,3.2,20.8
707,75-76,00.00%,00.06%,比尔-沃顿,51, ,33.1,47.1%,6.8,14.4, , , ,58.3%,2.6,4.5,13.4,2.6,10.8,4.3,1.0,1.6, ,2.8,16.1
708,75-76,00.00%,00.06%,诺姆-范里尔,76, ,39.8,36.6%,4.8,13.0, , , ,73.7%,3.1,4.2,5.4,1.8,3.6,6.6,2.0,0.3, ,3.9,12.6
709,75-76,00.00%,00.06%,兰迪-史密斯,82, ,38.6,49.4%,8.6,17.3, , , ,81.7%,4.7,5.7,5.1,1.3,3.8,5.9,1.9,0.0, ,3.3,21.8
710,75-76,00.00%,00.06%,特鲁克-罗宾逊,82, ,25.1,45.4%,4.3,9.5, , , ,67.2%,2.6,3.8,6.8,1.7,5.1,1.4,0.5,1.3, ,2.9,11.2
711,75-76,00.00%,00.06%,约翰-哈福利切克,76, ,34.2,45.0%,6.6,14.8, , , ,84.4%,3.7,4.4,4.1,1.5,2.6,3.7,1.3,0.4, ,2.7,17.0
712,75-76,00.00%,00.06%,鲍伯-丹德里奇,73, ,37.5,50.2%,8.9,17.8, , , ,82.4%,3.7,4.5,7.4,2.3,5.1,2.8,1.5,0.5, ,3.6,21.5
713,75-76,00.00%,00.06%,保罗-韦斯特法尔,82, ,36.1,49.4%,8.0,16.2, , , ,83.0%,4.5,5.4,3.2,0.9,2.3,5.4,2.6,0.5, ,2.7,20.5
714,74-75,41.97%,31.69%,鲍伯-麦克阿杜,82, ,43.2,51.2%,13.4,26.1, , , ,80.5%,7.8,9.7,14.1,3.7,10.3,2.2,1.1,2.1, ,3.4,34.5
715,74-75,16.58%,17.96%,戴夫-考文斯,65, ,40.5,47.5%,8.8,18.4, , , ,78.3%,2.9,3.8,14.7,3.5,11.2,4.6,1.3,1.1, ,3.7,20.4
716,74-75,19.17%,16.74%,埃尔文-海耶斯,82, ,42.3,44.3%,9.0,20.3, , , ,76.6%,5.0,6.5,12.2,2.7,9.5,2.5,1.9,2.3, ,2.9,23.0
717,74-75,08.29%,14.72%,里克-巴里,80, ,40.4,46.4%,12.9,27.7, , , ,90.4%,4.9,5.5,5.7,1.2,4.6,6.2,2.9,0.4, ,2.8,30.6
718,74-75,06.74%,09.33%,卡里姆-贾巴尔,65, ,42.3,51.3%,12.5,24.4, , , ,76.3%,5.0,6.6,14.0,3.0,11.0,4.1,1.0,3.3, ,3.2,30.0
719,74-75,01.04%,01.74%,奈特-阿奇博尔德,82, ,39.6,45.6%,9.3,20.3, , , ,87.2%,8.0,9.1,2.7,0.6,2.1,6.8,1.5,0.1, ,2.3,26.5
720,74-75,01.55%,01.33%,约翰-哈福利切克,82, ,38.2,45.5%,7.8,17.2, , , ,87.0%,3.5,4.0,5.9,1.9,4.0,5.3,1.3,0.2, ,2.8,19.2
721,74-75,01.55%,01.16%,菲尔-切尼尔,77, ,37.3,45.0%,9.0,19.9, , , ,82.5%,3.9,4.7,3.8,1.0,2.8,3.2,2.3,0.8, ,2.1,21.8
722,74-75,01.04%,01.04%,韦斯-昂塞尔德,73, ,39.8,50.2%,3.7,7.5, , , ,68.5%,1.7,2.5,14.8,4.4,10.4,4.1,1.6,0.9, ,2.5,9.2
723,74-75,01.04%,00.75%,萨姆-拉西,81, ,41.7,42.7%,4.8,11.3, , , ,75.4%,1.8,2.4,14.2,2.8,11.4,5.3,1.7,2.1, ,3.4,11.5
724,74-75,00.00%,00.52%,诺姆-范里尔,70, ,37.0,42.0%,5.8,13.9, , , ,79.2%,3.4,4.3,4.7,1.2,3.5,5.8,2.0,0.2, ,3.5,15.0
725,74-75,00.52%,00.46%,西德尼-威克斯,82, ,38.6,49.7%,8.4,17.0, , , ,70.6%,4.8,6.8,10.7,2.8,7.9,3.5,1.3,1.0, ,3.5,21.7
726,74-75,00.00%,00.41%,斯宾瑟-海伍德,68, ,37.2,45.9%,8.9,19.5, , , ,81.1%,4.5,5.6,9.3,2.9,6.4,2.0,0.8,1.6, ,2.5,22.4
727,74-75,00.00%,00.41%,鲍伯-兰尼尔,76, ,39.3,51.0%,9.6,18.9, , , ,80.2%,4.8,5.9,12.0,3.0,9.1,4.6,1.0,2.3, ,3.1,24.0
728,74-75,00.00%,00.35%,沃尔特-弗雷泽,78, ,41.1,48.3%,8.6,17.8, , , ,82.8%,4.2,5.1,6.0,1.2,4.8,6.1,2.4,0.2, ,2.6,21.5
729,74-75,00.00%,00.29%,切特-沃克,76, ,32.3,48.7%,6.9,14.2, , , ,86.0%,5.4,6.3,5.7,1.5,4.2,2.2,0.6,0.1, ,2.4,19.2
730,74-75,00.00%,00.29%,厄尔-门罗,78, ,36.1,45.7%,8.6,18.7, , , ,82.7%,3.8,4.6,4.2,0.7,3.5,3.5,1.4,0.4, ,2.6,20.9
731,74-75,00.52%,00.29%,迈克-班图姆,82, ,27.3,46.1%,5.1,11.1, , , ,71.4%,2.3,3.2,6.7,2.6,4.2,1.9,0.8,0.6, ,3.3,12.5
732,74-75,00.00%,00.23%,鲍伯-乐福,61, ,39.4,42.9%,8.8,20.6, , , ,83.0%,4.3,5.2,6.3,1.6,4.7,1.7,1.0,0.2, ,3.4,22.0
733,74-75,00.00%,00.17%,吉姆-琼恩斯,72, ,33.7,48.7%,6.2,12.7, , , ,67.9%,2.1,3.1,9.4,2.2,7.2,1.8,0.7,1.7, ,3.4,14.5
734,74-75,00.00%,00.06%,弗莱德-布朗,81, ,33.0,48.0%,9.1,19.0, , , ,83.1%,2.8,3.4,4.2,1.4,2.8,3.5,2.3,0.2, ,2.8,21.0
735,74-75,00.00%,00.06%,鲁迪-汤姆贾诺维奇,81, ,38.7,52.5%,8.6,16.3, , , ,79.0%,3.6,4.5,7.6,2.3,5.3,2.9,0.9,0.3, ,2.8,20.7
736,73-74,40.88%,32.77%,卡里姆-贾巴尔,81, ,43.8,53.9%,11.7,21.7, , , ,70.2%,3.6,5.2,14.5,3.5,11.0,4.8,1.4,3.5, ,2.9,27.0
737,73-74,33.15%,28.00%,鲍伯-麦克阿杜,74, ,43.0,54.7%,12.2,22.3, , , ,79.3%,6.2,7.8,15.1,3.8,11.3,2.3,1.2,3.3, ,3.4,30.6
738,73-74,20.44%,24.52%,鲍伯-兰尼尔,81, ,37.6,50.4%,9.2,18.3, , , ,79.7%,4.0,5.0,13.3,3.3,9.9,4.2,1.4,3.0, ,3.4,22.5
739,73-74,01.66%,05.65%,戴夫-考文斯,80, ,41.9,43.7%,8.1,18.4, , , ,83.2%,2.9,3.4,15.7,3.3,12.4,4.4,1.2,1.3, ,3.7,19.0
740,73-74,02.21%,04.59%,埃尔文-海耶斯,81, ,44.5,42.3%,8.5,20.1, , , ,72.1%,4.4,6.1,18.1,4.4,13.7,2.0,1.1,3.0, ,3.1,21.4
741,73-74,01.10%,01.49%,沃尔特-弗雷泽,80, ,41.7,47.2%,8.4,17.9, , , ,83.8%,3.7,4.4,6.7,1.5,5.2,6.9,2.0,0.2, ,2.7,20.5
742,73-74,00.00%,00.62%,里克-巴里,80, ,36.5,45.6%,10.0,21.8, , , ,89.9%,5.2,5.8,6.8,1.3,5.5,6.1,2.1,0.5, ,3.3,25.1
743,73-74,00.55%,00.50%,内特-瑟蒙德,62, ,39.7,44.4%,5.0,11.2, , , ,66.6%,3.1,4.6,14.2,4.0,10.1,2.7,0.7,2.9, ,2.9,13.0
744,73-74,00.00%,00.31%,约翰-哈福利切克,76, ,40.7,45.6%,9.0,19.8, , , ,83.2%,4.6,5.5,6.4,1.8,4.6,5.9,1.3,0.4, ,2.6,22.6
745,73-74,00.00%,00.31%,诺姆-范里尔,80, ,35.8,40.6%,5.3,13.1, , , ,77.8%,3.6,4.6,4.7,1.4,3.3,6.9,2.0,0.1, ,3.5,14.3
746,73-74,00.00%,00.19%,克里福德-雷,80, ,32.9,51.1%,3.9,7.7, , , ,60.8%,1.5,2.5,12.2,3.6,8.7,3.1,0.7,2.2, ,3.5,9.3
747,73-74,00.00%,00.19%,戴夫-德布斯切尔,71, ,38.0,46.1%,7.9,17.1, , , ,75.6%,2.3,3.1,10.7,1.9,8.8,3.6,0.9,0.5, ,3.1,18.1
748,73-74,00.00%,00.19%,菲尔-切尼尔,76, ,38.7,43.4%,9.2,21.1, , , ,82.0%,3.6,4.4,5.1,1.5,3.6,3.1,2.0,0.9, ,1.8,21.9
749,73-74,00.00%,00.19%,戴夫-宾,81, ,38.6,43.6%,7.2,16.5, , , ,81.3%,4.4,5.4,3.5,1.3,2.1,6.9,1.3,0.2, ,2.7,18.8
750,73-74,00.00%,00.12%,鲁西斯-阿伦,72, ,33.2,49.5%,7.3,14.8, , , ,78.8%,3.0,3.8,4.0,1.2,2.8,5.2,1.9,0.3, ,3.0,17.6
751,73-74,00.00%,00.12%,鲍伯-乐福,82, ,40.1,41.7%,8.9,21.4, , , ,81.8%,3.9,4.8,6.0,2.2,3.8,1.6,1.0,0.3, ,2.7,21.8
752,73-74,00.00%,00.06%,斯宾瑟-海伍德,75, ,40.5,45.7%,9.3,20.3, , , ,81.4%,5.0,6.1,13.4,4.2,9.2,3.2,0.9,1.4, ,2.6,23.5
753,73-74,00.00%,00.06%,克莱德-李,54, ,30.4,45.4%,2.4,5.3, , , ,57.9%,1.1,2.0,11.1,3.5,7.6,1.3,0.5,0.3, ,3.3,5.9
754,73-74,00.00%,00.06%,皮特-马拉维奇,76, ,38.2,45.7%,10.8,23.6, , , ,82.6%,6.2,7.5,4.9,1.3,3.6,5.2,1.5,0.2, ,3.4,27.7
755,73-74,00.00%,00.06%,鲁迪-汤姆贾诺维奇,80, ,40.3,53.6%,9.9,18.4, , , ,84.8%,4.8,5.7,9.0,2.9,6.1,3.1,1.1,0.8, ,2.9,24.5
756,72-73,38.29%,28.50%,戴夫-考文斯,82, ,41.8,45.2%,9.0,20.0, , , ,77.9%,2.5,3.2,16.2, , ,4.1, , , ,3.8,20.5
757,72-73,18.86%,21.76%,卡里姆-贾巴尔,76, ,42.8,55.4%,12.9,23.3, , , ,71.3%,4.3,6.1,16.1, , ,5.0, , , ,2.7,30.2
758,72-73,25.14%,20.47%,奈特-阿奇博尔德,80, ,46.0,48.8%,12.9,26.3, , , ,84.7%,8.3,9.8,2.8, , ,11.4, , , ,2.6,34.0
759,72-73,06.86%,07.89%,威尔特-张伯伦,82, ,43.2,72.7%,5.2,7.1, , , ,51.0%,2.8,5.5,18.6, , ,4.5, , , ,2.3,13.2
760,72-73,02.86%,05.65%,约翰-哈福利切克,80, ,42.1,45.0%,9.6,21.3, , , ,85.8%,4.6,5.4,7.1, , ,6.6, , , ,2.4,23.8
761,72-73,00.57%,04.49%,杰里-韦斯特,69, ,35.7,47.9%,9.0,18.7, , , ,80.5%,4.9,6.1,4.2, , ,8.8, , , ,2.0,22.8
